FECHA_HORA,ID_HORMIGA,ESTADO,DATO_VALOR,FIRMA_LBH
2025-12-28 23:36:27,WORKER_00,OPERATIONAL,26.860264601100667,HMAC_2025_VALID
2025-12-28 23:41:27,WORKER_01,OPERATIONAL,25.66105452356812,HMAC_2025_VALID
2025-12-28 23:46:27,WORKER_02,OPERATIONAL,24.428341850806905,HMAC_2025_VALID
2025-12-28 23:51:27,WORKER_03,OPERATIONAL,25.192627537004622,HMAC_2025_VALID
2025-12-28 23:56:27,WORKER_04,OPERATIONAL,25.730020987596742,HMAC_2025_VALID
2025-12-29 00:01:27,WORKER_05,OPERATIONAL,26.231302808673373,HMAC_2025_VALID
2025-12-29 00:06:27,WORKER_06,OPERATIONAL,23.60739492124842,HMAC_2025_VALID
2025-12-29 00:11:27,WORKER_07,OPERATIONAL,24.69182000569554,HMAC_2025_VALID
2025-12-29 00:16:27,WORKER_08,OPERATIONAL,24.486851377080136,HMAC_2025_VALID
2025-12-29 00:21:27,WORKER_09,OPERATIONAL,24.59155168409975,HMAC_2025_VALID
